name,category,lat,lon,brand,address,website,phone,district,street,price,popularity,characteristic
NTUC FairPrice,supermarket,1.3633878,103.8354915,NTUC Fairprice,Sin Ming Avenue,,+65 6264 3165,BISHAN,Sin Ming Avenue,4.69 - 7.65,1,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3687701,103.8346254,,Ang Mo Kio Street 21,,,ANG MO KIO,Ang Mo Kio Street 21,6.08 - 10.76,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3023596,103.7637976,Sheng Siong,Clementi West Street 2,,,CLEMENTI,Clementi West Street 2,4.23 - 7.95,5,"#budget, #essentials"
Giant (Express),supermarket,1.346701,103.757482,,Blk 284 Bukit Batok East Avenue 3,,,BUKIT BATOK,Blk 284 Bukit Batok East Avenue 3,7.49 - 11.81,3,"#budget, #essentials"
NTUC FairPrice,supermarket,1.4290442,103.7811686,,Woodlands Avenue 1,,+65 6893 1203,WOODLANDS,Woodlands Avenue 1,9.61 - 12.11,1,"#budget, #essentials"
Giant,supermarket,1.3299687,103.9019594,,Ubi Avenue 1,,,GEYLANG,Ubi Avenue 1,8.01 - 10.10,3,"#budget, #essentials"
Giant,supermarket,1.3334291,103.914137,,Bedok Reservoir Road,,,BEDOK,Bedok Reservoir Road,9.08 - 13.50,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3990861,103.8894388,Sheng Siong,Anchorvale Crescent,,,SENGKANG,Anchorvale Crescent,7.97 - 11.17,1,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3326569,103.9145443,,Bedok Reservoir Road,,,BEDOK,Bedok Reservoir Road,9.80 - 12.21,4,"#budget, #essentials"
Little Farms,supermarket,1.3107524,103.795202,,Lorong Liput,,,QUEENSTOWN,Lorong Liput,7.74 - 10.10,3,"#budget, #essentials"
Little Farms,supermarket,1.2930751,103.8267442,,River Valley Road,,,TANGLIN,River Valley Road,9.98 - 13.41,1,"#budget, #essentials"
Sheng Siong,supermarket,1.3324962,103.8671383,Sheng Siong,Potong Pasir Avenue 2,https://corporate.shengsiong.com.sg/,+65 6908 4583,TOA PAYOH,Potong Pasir Avenue 2,9.08 - 12.05,1,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3322734,103.8684226,,Potong Pasir Avenue 1,,,TOA PAYOH,Potong Pasir Avenue 1,5.52 - 9.12,3,"#budget, #essentials"
U Stars Xpress,supermarket,1.3175959,103.8524655,,Rangoon Road,,,KALLANG,Rangoon Road,7.24 - 11.29,1,"#budget, #essentials"
U Stars Mega Mart,supermarket,1.3778764,103.7494081,,Keat Hong Link,https://www.ustarssupermarket.sg,,CHOA CHU KANG,Keat Hong Link,8.64 - 10.98,5,"#budget, #essentials"
Sheng Siong,supermarket,1.3487508,103.7032901,Sheng Siong,Jurong West Avenue 5,,,JURONG WEST,Jurong West Avenue 5,6.17 - 10.97,4,"#budget, #essentials"
Prime,supermarket,1.3485988,103.6983097,,Jurong West Street 75,https://www.primesupermarket.com/,,JURONG WEST,Jurong West Street 75,3.29 - 7.62,1,"#budget, #essentials"
I-Tec,supermarket,1.3134045,103.8851494,,Geylang Road,,,GEYLANG,Geylang Road,8.78 - 11.23,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3522389,103.715901,,Jurong West Street 42,https://www.shengsiong.com.sg/,6562 2820,JURONG WEST,Jurong West Street 42,6.46 - 10.66,5,"#budget, #essentials"
Swanston,supermarket,1.2854613,103.8430302,,New Market Road,https://www.facebook.com/Swanston-Your-Essential-Store-136511420255004/,+65 65356763,OUTRAM,New Market Road,6.46 - 10.68,1,"#budget, #essentials"
UnPackt,supermarket,1.3727295,103.8295882,,Jalan Kuras,,,ANG MO KIO,Jalan Kuras,4.29 - 9.28,3,"#budget, #essentials"
Cold Storage,supermarket,1.3107963,103.8638602,,Kallang Avenue,https://coldstorage.com.sg/,,KALLANG,Kallang Avenue,7.59 - 11.71,3,"#budget, #essentials"
HAO Eccellente,supermarket,1.2924588,103.8583556,,Raffles Boulevard,https://www.haomart.com.sg/eccellente/,,DOWNTOWN CORE,Raffles Boulevard,4.12 - 6.77,3,"#budget, #essentials"
NTUC FairPrice,supermarket,1.3209299,103.8702956,NTUC Fairprice,Kallang Bahru,,+65 6298 5369,KALLANG,Kallang Bahru,6.63 - 11.62,1,"#budget, #essentials"
NTUC FairPrice Finest,supermarket,1.2910424,103.8502148,,North Bridge Road,,,DOWNTOWN CORE,North Bridge Road,4.84 - 7.15,1,"#budget, #essentials"
NTUC FairPrice,supermarket,1.331674,103.8685537,NTUC Fairprice,Upper Serangoon Road,,,TOA PAYOH,Upper Serangoon Road,4.84 - 6.88,5,"#budget, #essentials"
NTUC FairPrice,supermarket,1.4289409,103.8359955,,Northpoint City,https://fairprice.com.sg/,+65 64813420,YISHUN,Northpoint City,3.28 - 6.88,4,"#budget, #essentials"
Sheng Siong,supermarket,1.4018757,103.8921304,Sheng Siong,Sumang Lane,,,PUNGGOL,Sumang Lane,6.43 - 10.67,5,"#budget, #essentials"
NTUC FairPrice,supermarket,1.3487949,103.8496434,NTUC Fairprice,Bishan Street 13,,,BISHAN,Bishan Street 13,4.30 - 6.46,4,"#budget, #essentials"
NTUC FairPrice Xtra,supermarket,1.3348478,103.9637744,NTUC Fairprice,Changi Business Park Avenue 1,https://www.fairprice.com.sg/,+65 66047548,TAMPINES,Changi Business Park Avenue 1,3.62 - 8.39,5,"#budget, #essentials"
NTUC Fairprice,supermarket,1.2864788,103.8083891,NTUC Fairprice,Jalan Bukit Merah,,,BUKIT MERAH,Jalan Bukit Merah,7.24 - 11.25,5,"#budget, #essentials"
NTUC Fairprice,supermarket,1.3485084,103.7241529,NTUC Fairprice,Jurong West Street 41,,,JURONG WEST,Jurong West Street 41,6.71 - 8.81,5,"#budget, #essentials"
NTUC FairPrice,supermarket,1.3920764,103.7429541,,Choa Chu Kang Street 51,,,CHOA CHU KANG,Choa Chu Kang Street 51,8.21 - 11.63,5,"#budget, #essentials"
NTUC FairPrice Finest,supermarket,1.3911684,103.8759756,NTUC FairPrice Finest,The Seletar Mall,https://fairprice.com.sg/,+65 63416177,SENGKANG,The Seletar Mall,5.88 - 10.80,5,"#budget, #essentials"
NTUC FairPrice,supermarket,1.4246275,103.8466717,NTUC Fairprice,Yishun Ring Road,,,YISHUN,Yishun Ring Road,3.64 - 5.92,2,"#budget, #essentials"
Cold Storage,supermarket,1.3314654,103.8067968,,Greenwood Avenue,,,BUKIT TIMAH,Greenwood Avenue,6.77 - 9.53,3,"#budget, #essentials"
Cold Storage,supermarket,1.2775827,103.8525052,,Straits View,,,DOWNTOWN CORE,Straits View,9.15 - 13.84,2,"#budget, #essentials"
Cold Storage,supermarket,1.3368125,103.783834,,Dunearn Road,,,BUKIT TIMAH,Dunearn Road,6.52 - 11.29,2,"#budget, #essentials"
Giant Express,supermarket,1.4499976,103.81414,,Blk 468B Admiralty Drive,,,SEMBAWANG,Blk 468B Admiralty Drive,4.63 - 7.87,1,"#budget, #essentials"
Giant,supermarket,1.3742656,103.8392817,,Blk 161 Ang Mo Kio Avenue 4,,,ANG MO KIO,Blk 161 Ang Mo Kio Avenue 4,3.34 - 8.22,1,"#budget, #essentials"
Sheng Siong,supermarket,1.319175,103.7333208,Sheng Shiong,Penjuru Walk,,+65 68980345,JURONG EAST,Penjuru Walk,3.97 - 7.97,1,"#budget, #essentials"
Sheng Siong,supermarket,1.3444059,103.7553403,,Bukit Batok East Avenue 6,,,BUKIT BATOK,Bukit Batok East Avenue 6,3.83 - 8.56,3,"#budget, #essentials"
Sheng Siong,supermarket,1.3474556,103.7437317,,Bukit Batok West Avenue 8,,,BUKIT BATOK,Bukit Batok West Avenue 8,8.21 - 10.53,5,"#budget, #essentials"
Sheng Siong,supermarket,1.4507862,103.7968231,,Woodlands Industrial Park E7,,,WOODLANDS,Woodlands Industrial Park E7,9.80 - 13.79,2,"#budget, #essentials"
Sheng Siong,supermarket,1.3839521,103.7708865,Sheng Siong,Fajar Road,,,BUKIT PANJANG,Fajar Road,3.71 - 6.59,2,"#budget, #essentials"
Sheng Siong,supermarket,1.4311005,103.7985065,,Woodlands Drive 16,,,WOODLANDS,Woodlands Drive 16,9.99 - 14.41,3,"#budget, #essentials"
Sheng Siong,supermarket,1.4468922,103.8055002,Sheng Siong,Woodlands Rise,https://www.shengsiong.com.sg/,+65 62590316,WOODLANDS,Woodlands Rise,6.87 - 9.01,2,"#budget, #essentials"
Sheng Siong,supermarket,1.4489117,103.8323549,,Canberra Street,,,SEMBAWANG,Canberra Street,9.94 - 13.23,1,"#budget, #essentials"
Sheng Siong,supermarket,1.4160254,103.8349534,Sheng Siong,Yishun Street 81,,,YISHUN,Yishun Street 81,5.18 - 7.82,5,"#budget, #essentials"
Sheng Siong,supermarket,1.4201172,103.8435501,,Yishun Avenue 4,,,YISHUN,Yishun Avenue 4,6.79 - 10.36,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3561466,103.9459483,Sheng Siong,Tampines Central,,,TAMPINES,Tampines Central,3.17 - 7.15,2,"#budget, #essentials"
Sheng Siong,supermarket,1.3140474,103.8704826,,Upper Boon Keng Road,,,KALLANG,Upper Boon Keng Road,7.23 - 9.67,1,"#budget, #essentials"
Sheng Siong,supermarket,1.2954188,103.8100462,Sheng Siong,Dawson Road,,,QUEENSTOWN,Dawson Road,8.77 - 12.74,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3216926,103.8596186,Sheng Siong,McNair Road,,,KALLANG,McNair Road,9.50 - 14.11,5,"#budget, #essentials"
Sheng Siong,supermarket,1.3313147,103.9366634,Sheng Siong,Bedok North Road,,,BEDOK,Bedok North Road,6.65 - 9.65,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3670929,103.9647716,Sheng Siong,Pasir Ris Street 21,,,PASIR RIS,Pasir Ris Street 21,5.81 - 8.97,1,"#budget, #essentials"
Sheng Siong,supermarket,1.3696509,103.9479234,Sheng Siong,Pasir Ris Street 51,,,PASIR RIS,Pasir Ris Street 51,8.35 - 12.26,4,"#budget, #essentials"
Sheng Siong,supermarket,1.393146,103.8870307,Sheng Siong,Anchorvale Road,,,SENGKANG,Anchorvale Road,7.56 - 10.29,3,"#budget, #essentials"
Sheng Siong,supermarket,1.3518705,103.8360699,Sheng Siong,Upper Thomson Road,,,BISHAN,Upper Thomson Road,5.93 - 9.99,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3783709,103.9419858,,Elias Road,,,PASIR RIS,Elias Road,6.05 - 10.97,2,"#budget, #essentials"
Sheng Siong,supermarket,1.3390393,103.8554033,Sheng Siong,Lorong 7 Toa Payoh,,,TOA PAYOH,Lorong 7 Toa Payoh,4.86 - 7.21,2,"#budget, #essentials"
Sheng Siong,supermarket,1.3917064,103.8801703,Sheng Siong,Fernvale Link,,+65 6312 9093,SENGKANG,Fernvale Link,5.18 - 7.20,3,"#budget, #essentials"
Sheng Siong,supermarket,1.3978089,103.8813041,Sheng Siong,Fernvale Street,,,SENGKANG,Fernvale Street,7.73 - 11.42,1,"#budget, #essentials"
Sheng Siong,supermarket,1.402634,103.9165726,Sheng Siong,Edgedale Plains,,,PUNGGOL,Edgedale Plains,5.62 - 7.92,2,"#budget, #essentials"
Sheng Siong,supermarket,1.4037905,103.9061683,Sheng Siong,Punggol Central,,,PUNGGOL,Punggol Central,8.87 - 12.76,5,"#budget, #essentials"
Giant,supermarket,1.4524553,103.8172929,,Sembawang Drive,,,SEMBAWANG,Sembawang Drive,4.92 - 8.48,2,"#budget, #essentials"
Giant,supermarket,1.4311426,103.7941833,,"Blk 548 Woodlands Drive 44, Vista Point",,,WOODLANDS,Blk 548 Woodlands Drive 44,3.56 - 7.67,2,"#budget, #essentials"
Giant,supermarket,1.3647722,103.847405,,Ang Mo Kio Street 31,,,ANG MO KIO,Ang Mo Kio Street 31,6.83 - 10.89,1,"#budget, #essentials"
Giant,supermarket,1.4057405,103.912079,,Blk 671 Edgefield Plains,,,PUNGGOL,Blk 671 Edgefield Plains,7.14 - 9.54,4,"#budget, #essentials"
Giant,supermarket,1.372842,103.8539753,,Blk 525 Ang Mo Kio Avenue 10,,,ANG MO KIO,Blk 525 Ang Mo Kio Avenue 10,7.27 - 9.76,2,"#budget, #essentials"
Giant,supermarket,1.4171386,103.832905,,"201 Yishun Avenue 2, Khatib MRT Station",,,YISHUN,201 Yishun Avenue 2,5.94 - 10.14,3,"#budget, #essentials"
Giant,supermarket,1.4005639,103.9105302,,Blk 622D Punggol Central,,,PUNGGOL,Blk 622D Punggol Central,5.45 - 9.81,4,"#budget, #essentials"
Giant,supermarket,1.4364339,103.8374596,,Blk 293 Yishun St 22,,,YISHUN,Blk 293 Yishun St 22,3.93 - 7.36,5,"#budget, #essentials"
Giant,supermarket,1.4250761,103.8473487,,Blk 418 Yishun Avenue 11,,,YISHUN,Blk 418 Yishun Avenue 11,3.82 - 6.85,1,"#budget, #essentials"
Giant Bishan 512,supermarket,1.3497162,103.8499272,,Bishan Street 13,,,BISHAN,Bishan Street 13,8.89 - 13.87,5,"#budget, #essentials"
Giant,supermarket,1.2777804,103.8192758,,Blk 8 Telok Blangah Crescent,,,BUKIT MERAH,Blk 8 Telok Blangah Crescent,6.66 - 9.54,4,"#budget, #essentials"
Giant,supermarket,1.2869001,103.8184225,,Blk 86 Redhill Close,,,BUKIT MERAH,Blk 86 Redhill Close,5.79 - 8.98,4,"#budget, #essentials"
Giant Express,supermarket,1.3833813,103.7711297,,"Blk 445 Fajar Road, Fajar Shopping Centre",,,BUKIT PANJANG,Blk 445 Fajar Road,8.04 - 10.81,4,"#budget, #essentials"
Giant,supermarket,1.3533018,103.8714468,,Serangoon Central Drive,,,SERANGOON,Serangoon Central Drive,7.07 - 10.24,5,"#budget, #essentials"
Giant Hougang 683,supermarket,1.3737908,103.8861522,,Hougang Avenue 8,,,HOUGANG,Hougang Avenue 8,5.85 - 8.47,4,"#budget, #essentials"
Giant,supermarket,1.3543836,103.9602606,,Tampines Street 32,,,TAMPINES,Tampines Street 32,5.37 - 7.59,5,"#budget, #essentials"
Giant,supermarket,1.3690709,103.9585122,,Pasir Ris Drive 4,,,PASIR RIS,Pasir Ris Drive 4,7.37 - 10.65,4,"#budget, #essentials"
Giant,supermarket,1.3749201,103.9369569,,Pasir Ris Street 71,,,PASIR RIS,Pasir Ris Street 71,8.08 - 10.81,3,"#budget, #essentials"
Giant,supermarket,1.3663512,103.9645143,,Pasir Ris Street 21,,,PASIR RIS,Pasir Ris Street 21,8.60 - 11.00,4,"#budget, #essentials"
Giant,supermarket,1.3492091,103.9348376,,Tampines Street 81,,,TAMPINES,Tampines Street 81,3.21 - 7.95,5,"#budget, #essentials"
Giant,supermarket,1.3337835,103.9308648,,Bedok North Street 3,,,BEDOK,Bedok North Street 3,7.76 - 10.47,2,"#budget, #essentials"
Giant,supermarket,1.3191162,103.8924825,,Paya Lebar Road,,,GEYLANG,Paya Lebar Road,3.70 - 6.29,4,"#budget, #essentials"
Giant,supermarket,1.3056156,103.9154038,,Marine Terrace,,,MARINE PARADE,Marine Terrace,5.84 - 9.96,2,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.4456364,103.8310112,,Canberra Crescent,,,SEMBAWANG,Canberra Crescent,3.77 - 6.21,3,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3580864,103.8442103,Ang Mo,Bishan Street 24,,,BISHAN,Bishan Street 24,5.89 - 8.35,1,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3618993,103.8554186,,Ang Mo Kio Avenue 10,,,ANG MO KIO,Ang Mo Kio Avenue 10,6.19 - 9.54,3,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3716327,103.8802545,,Hougang Avenue 8,,,HOUGANG,Hougang Avenue 8,6.19 - 9.74,4,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3994303,103.9161651,,Punggol Drive,,,PUNGGOL,Punggol Drive,7.72 - 9.95,2,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.3993974,103.9064796,,Punggol Field,,,PUNGGOL,Punggol Field,3.83 - 6.22,2,"#budget, #essentials"
Cold Storage,supermarket,1.3008369,103.9054998,,Marine Parade Road,,,MARINE PARADE,Marine Parade Road,7.30 - 10.93,5,"#budget, #essentials"
Cold Storage,supermarket,1.3008369,103.9054998,,Marine Parade Road,,,MARINE PARADE,Marine Parade Road,3.64 - 5.69,2,"#budget, #essentials"
Sheng Siong,supermarket,1.4428927,103.7748706,Sheng Siong,Marsiling Drive,,,WOODLANDS,Marsiling Drive,7.06 - 11.22,5,"#budget, #essentials"
Hao Mart,supermarket,1.3278267,103.8611225,,Jalan Tenteram,,,NOVENA,Jalan Tenteram,9.93 - 14.25,1,"#budget, #essentials"
Hao Mart,supermarket,1.3281476,103.8602173,,Jalan Tenteram,,,NOVENA,Jalan Tenteram,7.74 - 11.28,4,"#budget, #essentials"
Toy Station,supermarket,1.3225742,103.8137376,,Jalan Serene #02-09,,,TANGLIN,Jalan Serene #02-09,3.97 - 8.76,5,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.4462194,103.8143512,,Sembawang Crescent,,,SEMBAWANG,Sembawang Crescent,8.03 - 12.26,1,"#budget, #essentials"
NTUC Fairprice,supermarket,1.3361915,103.7868805,FairPrice Xpress,Binjai Park,,+65 64693737,BUKIT TIMAH,Binjai Park,5.47 - 9.85,2,"#budget, #essentials"
Prime,supermarket,1.3952215,103.8959287,,Compassvale Street,,,SENGKANG,Compassvale Street,5.04 - 9.79,2,"#budget, #essentials"
Meidi-Ya,supermarket,1.2939643,103.8319923,,Kim Seng Promenade,http://www.meidi-ya.com.sg/,+65 6771 1111,SINGAPORE RIVER,Kim Seng Promenade,7.84 - 11.93,1,"#budget, #essentials"
Selvi Stores,supermarket,1.3061466,103.8500303,,Buffalo Road,,,ROCHOR,Buffalo Road,4.58 - 8.05,5,"#budget, #essentials"
NTUC FairPrice,supermarket,1.334117,103.7403709,NTUC Fairprice,Jurong Gateway Road,,,JURONG EAST,Jurong Gateway Road,8.72 - 11.56,5,"#budget, #essentials"
Jmart,supermarket,1.364222,103.8489685,,Ang Mo Kio Street 32,,,ANG MO KIO,Ang Mo Kio Street 32,4.71 - 8.86,5,"#budget, #essentials"
Haniffa,supermarket,1.3058966,103.8526085,,Dunlop Road,,,ROCHOR,Dunlop Road,6.98 - 11.03,5,"#budget, #essentials"
Meidi-Ya,supermarket,1.2918384,103.8595448,,Raffles Boulevard,https://www.meidi-ya.com.sg/,+65 6339 1111,DOWNTOWN CORE,Raffles Boulevard,6.52 - 9.25,3,"#budget, #essentials"
Don Don Donki,supermarket,1.2635544,103.8202252,,Maritime Square,https://www.dondondonki.com/sg/,+65 6261 1211,BUKIT MERAH,Maritime Square,5.92 - 10.26,4,"#budget, #essentials"
Sheng Siong,supermarket,1.3610846,103.9374407,Sheng Siong,Tampines Avenue 9,,,TAMPINES,Tampines Avenue 9,7.46 - 11.56,3,"#budget, #essentials"
Sheng Siong,supermarket,1.3918936,103.871457,Sheng Siong,Sengkang West Avenue,,,SENGKANG,Sengkang West Avenue,4.62 - 8.71,1,"#budget, #essentials"
DON DON DONKI Jem,supermarket,1.3327906,103.7430876,,Jurong Gateway Road,https://www.dondondonki.com/sg/,+65 6694 1011,JURONG EAST,Jurong Gateway Road,8.06 - 12.19,4,"#budget, #essentials"
NTUC FairPrice Finest,supermarket,1.317775,103.8929956,,Paya Lebar Road,,,GEYLANG,Paya Lebar Road,4.17 - 7.51,5,"#budget, #essentials"
Value Dollar,supermarket,1.3337369,103.9142968,,Bedok Reservoir Road,,,BEDOK,Bedok Reservoir Road,5.99 - 8.54,2,"#budget, #essentials"
Interior Artist Pte Ltd,supermarket,1.3131662,103.8566188,,Serangoon Road,https://www.facebook.com/InteriorArtist.Sg,6588218968,KALLANG,Serangoon Road,4.72 - 9.37,5,"#budget, #essentials"
my Supermarket,supermarket,1.313576,103.8569542,,Serangoon Road,,,KALLANG,Serangoon Road,5.58 - 7.99,2,"#budget, #essentials"
The Captain Superstore,supermarket,1.3263118,103.8425333,,Balestier Road,,,NOVENA,Balestier Road,9.26 - 13.92,2,"#budget, #essentials"
NTUC Fairprice,supermarket,1.3085642,103.7847344,NTUC Fairprice,Ghim Moh Link,https://www.fairprice.com.sg/,6566942513,QUEENSTOWN,Ghim Moh Link,3.04 - 6.03,2,"#budget, #essentials"
Save Mart,supermarket,1.2814277,103.8421059,,Kreta Ayer Road,,+65 90199963,OUTRAM,Kreta Ayer Road,8.10 - 10.25,4,"#budget, #essentials"
Univers-Markt Enterprise Pte. Ltd.,supermarket,1.3110935,103.7716015,,Clementi Road,,6567751288,CLEMENTI,Clementi Road,6.60 - 10.42,2,"#budget, #essentials"
Free & Easy Minimart,supermarket,1.3137808,103.7624229,,Clementi Avenue 3,,,CLEMENTI,Clementi Avenue 3,4.59 - 8.66,2,"#budget, #essentials"
U Stars Supermarket @ 345,supermarket,1.3175955,103.7693303,,Clementi Avenue 5,https://www.ustarssupermarket.sg/,,CLEMENTI,Clementi Avenue 5,4.62 - 7.00,3,"#budget, #essentials"
Ramya Minimart,supermarket,1.3614167,103.9580841,,Tampines Street 45,,,TAMPINES,Tampines Street 45,5.03 - 9.60,5,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.4382576,103.803627,,Woodlands Avenue 6,,,WOODLANDS,Woodlands Avenue 6,5.52 - 8.91,4,"#budget, #essentials"
Sri Murugan,supermarket,1.3495601,103.9332669,,Tampines Street 81,,,TAMPINES,Tampines Street 81,3.38 - 8.16,2,"#budget, #essentials"
Prime Supermarket,supermarket,1.4447047,103.8159919,,Sembawang Crescent,,,SEMBAWANG,Sembawang Crescent,6.49 - 10.81,4,"#budget, #essentials"
U Stars Xpress,supermarket,1.3702816,103.8721951,,Serangoon North Avenue 1,,,SERANGOON,Serangoon North Avenue 1,5.97 - 9.22,3,"#budget, #essentials"
Krishna Stores,supermarket,1.3851473,103.7429918,,Choa Chu Kang Avenue 4,,,CHOA CHU KANG,Choa Chu Kang Avenue 4,4.41 - 8.38,4,"#budget, #essentials"
U Stars Supermarket,supermarket,1.2739509,103.8086629,,Telok Blangah Street 32,,,BUKIT MERAH,Telok Blangah Street 32,6.01 - 9.62,4,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3510967,103.9293207,,Tampines Avenue 8,,,TAMPINES,Tampines Avenue 8,8.90 - 12.13,2,"#budget, #essentials"
U Stars Supermarket,supermarket,1.4151041,103.8399222,,Yishun Avenue 4,,,YISHUN,Yishun Avenue 4,4.32 - 6.62,3,"#budget, #essentials"
U Stars Supermarket,supermarket,1.4404745,103.806297,,Woodlands Drive 73,,,WOODLANDS,Woodlands Drive 73,7.09 - 10.14,4,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3533544,103.9525615,,Tampines Street 21,,,TAMPINES,Tampines Street 21,7.98 - 10.21,1,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3810408,103.7522696,,Teck Whye Lane,,,CHOA CHU KANG,Teck Whye Lane,7.25 - 12.10,1,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3786288,103.9421553,,Elias Road,,,PASIR RIS,Elias Road,6.43 - 9.43,5,"#budget, #essentials"
U Stars Supermarket,supermarket,1.4366436,103.8366613,,Yishun Street 22,,,YISHUN,Yishun Street 22,9.69 - 11.79,3,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3320409,103.9305111,,Bedok North Street 3,,,BEDOK,Bedok North Street 3,7.33 - 11.54,3,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3148526,103.8823136,,Lorong 25 Geylang,,,GEYLANG,Lorong 25 Geylang,4.82 - 7.23,5,"#budget, #essentials"
U Stars Supermarket,supermarket,1.345878,103.9454948,,Tampines Street 11,,,TAMPINES,Tampines Street 11,6.12 - 9.43,4,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3300973,103.9010705,,Ubi Avenue 1,,,GEYLANG,Ubi Avenue 1,6.86 - 10.06,3,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3399945,103.7731494,,Toh Yi Drive,,,BUKIT TIMAH,Toh Yi Drive,8.35 - 12.33,1,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3414333,103.6912467,,Jurong West Street 92,,,JURONG WEST,Jurong West Street 92,6.90 - 10.78,1,"#budget, #essentials"
U Stars Supermarket,supermarket,1.3532511,103.8897356,,Hougang Avenue 1,,,HOUGANG,Hougang Avenue 1,6.55 - 10.51,2,"#budget, #essentials"
Ang Mo Supermarket,supermarket,1.336438,103.8728643,,Alkaff Crescent,,,TOA PAYOH,Alkaff Crescent,4.75 - 9.36,3,"#budget, #essentials"
U Star Supermarket,supermarket,1.3492994,103.9348381,,Tampines Street 81,,,TAMPINES,Tampines Street 81,3.96 - 5.96,4,"#budget, #essentials"
Don Don Donki,supermarket,1.377213,103.9549765,,Pasir Ris Close,,,PASIR RIS,Pasir Ris Close,7.31 - 10.78,5,"#budget, #essentials"
Prime Supermarket,supermarket,1.3736137,103.8713274,,Serangoon North Avenue 3,,,SERANGOON,Serangoon North Avenue 3,7.77 - 10.52,4,"#budget, #essentials"
Prime Supermarket,supermarket,1.334275,103.8788956,,Upper Aljunied Road,,,TOA PAYOH,Upper Aljunied Road,9.42 - 13.99,2,"#budget, #essentials"
Prime Supermarket,supermarket,1.3518731,103.8796115,,Hougang Street 11,,,HOUGANG,Hougang Street 11,8.02 - 12.57,5,"#budget, #essentials"
